Feature	Gain	Cover	Frequency
ctrx_quarter	0.126420432906122	0.0203940156735083	0.033082583138077
mcuentas_saldo	0.043008139524844	0.0185777901203143	0.027124183006536
mcaja_ahorro	0.0401978520624015	0.010787112292688	0.0225490196078431
mrentabilidad_annual	0.0352231360807738	0.0357115328178035	0.0447917951247585
cpayroll_trx	0.0332171115682492	0.00371994142440909	0.000713199325851934
cliente_edad	0.0322336763350835	0.0463199486244658	0.0569470136062811
numero_de_cliente	0.0281821963381856	0.0417707611887561	0.0518600731697291
mpasivos_margen	0.025624792671242	0.0196258790801687	0.0308443293459942
Visa_Fvencimiento	0.0230258971403492	0.0227642686981688	0.0341205245200806
Master_Fvencimiento	0.0229362378971321	0.0208568146744536	0.0308936572532577
mcuenta_corriente	0.0226323223619053	0.0368437976387648	0.0402885682574917
cliente_antiguedad	0.0219947478396479	0.0327278514749686	0.0422863485016648
Master_fechaalta	0.0207357819527	0.0189041852579721	0.0274961976404818
mprestamos_personales	0.0205692137518376	0.0153801414620062	0.00472725777942204
Visa_fechaalta	0.0202048499696495	0.0162324078489594	0.0261335142023266
mactivos_margen	0.0195364436066561	0.0211697027394677	0.0263493237966046
Master_mfinanciacion_limite	0.0176474122547548	0.015993984857698	0.0231327331771283
mtarjeta_visa_consumo	0.0176098535840449	0.00482554314273996	0.00605500061659884
mpayroll	0.017157537822489	0.00600599827021315	0.00170386813006125
Visa_mfinanciacion_limite	0.0164601859295209	0.0139303028538415	0.0231820610843918
chomebanking_transacciones	0.0164332332722396	0.0131078141394745	0.0232149463559009
mrentabilidad	0.0163850951603756	0.0215712613278109	0.0281867883421713
Visa_mpagospesos	0.0121639959944614	0.00777345500946076	0.0148867513462408
mcomisiones_mantenimiento	0.0121544846889976	0.0123015608215459	0.0112755374686562
Visa_mpagominimo	0.0116707403435394	0.00822332158012381	0.011614666831093
cproductos	0.0109657190355233	0.0265946436192501	0.0167899864348255
ctarjeta_visa_transacciones	0.0107202544527837	0.00525374989572823	0.00735191351173593
mcaja_ahorro_dolares	0.0105885687885529	0.0135185310186351	0.013454186706129
internet	0.0105608053115894	0.0146775239694711	0.00582069305709705
mcomisiones	0.0104456192817629	0.00727930154277818	0.0161466683109302
Visa_mconsumospesos	0.0101748974579443	0.00670177541897273	0.0121901590825009
mcomisiones_otras	0.00988666960491198	0.00785737337312716	0.0154067497019772
mtransferencias_recibidas	0.00967904182770955	0.00738590663226947	0.0122847042380894
Visa_msaldototal	0.00946978477442197	0.0063193313409461	0.00796029103465286
foto_mes	0.0092167258186444	0.0377320280090266	0.0164570230607966
Master_fultimo_cierre	0.00910089978698612	0.00904391797557127	0.0149463559008509
cdescubierto_preacordado	0.00874515499803078	0.0145070630141649	0.0043223578739672
ccomisiones_otras	0.00866361732731311	0.00786681773158809	0.0150326797385621
Visa_msaldopesos	0.0086367322026737	0.00732942261001817	0.00809183212068895
Visa_fultimo_cierre	0.00844305227982022	0.00854258847828752	0.0154663542565873
Visa_cconsumos	0.00798218789164358	0.00470185907848096	0.00857483454597772
Master_mlimitecompra	0.00705750344008667	0.0119417878523594	0.0119640728408764
Visa_mlimitecompra	0.0069728185098884	0.0107991955037234	0.0107103218645949
mttarjeta_visa_debitos_automaticos	0.00606289815159653	0.00333496394762795	0.0064331812389526
ctarjeta_visa	0.00601043956439329	0.000675191925880585	0.000367903975007194
mcuenta_debitos_automaticos	0.00592786318137502	0.00427947573718522	0.00445800961894192
Master_status	0.00588956924537079	0.0129055357453451	0.00136884942656308
ctarjeta_debito	0.00581580517212474	0.0182306183864262	0.00988613474740001
cprestamos_personales	0.00555486676881785	0.0174716257204565	0.0034221235664077
mtransferencias_emitidas	0.00520267283109184	0.00425969570305766	0.00493073539688412
ccomisiones_mantenimiento	0.0051785955650457	0.00916491247122842	0.00247050602211535
mautoservicio	0.00507073949538105	0.00371183391117992	0.00500678258724874
ctransferencias_recibidas	0.0048294045535871	0.00310379893696454	0.00611049451227032
cmobile_app_trx	0.00464106610688498	0.0037914977172357	0.00709088666913306
Visa_status	0.00392992386851468	0.00921207942127898	0.00125169564681218
ctarjeta_debito_transacciones	0.00385810831928653	0.00217300110592565	0.00429563859086612
mpagomiscuentas	0.00382522599941072	0.0030984969967623	0.0030090023430756
Master_mpagominimo	0.00352487790713591	0.00459628115829336	0.0026410983680684
Visa_mconsumosdolares	0.00342422823595515	0.00286624464700786	0.00350844740411888
ctarjeta_visa_debitos_automaticos	0.00340685954155341	0.00159636891086182	0.00305833025033913
thomebanking	0.00340007476329331	0.00722996200377429	0.00473753442676861
Visa_mconsumototal	0.00339682604365299	0.00183821384985538	0.00374892095202861
active_quarter	0.0033288554238582	0.00905219555201882	0.00977103629711843
Master_msaldopesos	0.00321462168548496	0.00268730351229828	0.0027150902289637
Master_mpagospesos	0.00318327295164878	0.00424639885905464	0.00284868664446911
tcallcenter	0.00309324233366519	0.00202508883065618	0.00072142064372919
ccaja_ahorro	0.00288652342493599	0.0106425661827437	0.00192173305380853
ctransferencias_emitidas	0.0027524993016879	0.00223646440566275	0.0027582521478193
ccallcenter_transacciones	0.00270573747248573	0.0077558710681097	0.00220536852057385
Master_mconsumospesos	0.00263301484600005	0.00182134813310998	0.00217453857853414
ccaja_seguridad	0.00253477096397735	0.00466224991335074	0.000421342541209356
mtarjeta_master_consumo	0.00252869668891506	0.00166076943860591	0.00100916676943314
Master_msaldototal	0.00240916179637561	0.00276385316624414	0.00269453693427056
mextraccion_autoservicio	0.00229690297918585	0.00385628621475441	0.00225469642783738
ccuenta_debitos_automaticos	0.00177098923834563	0.00181584656710287	0.00164426357545115
cpagomiscuentas	0.0017554914521329	0.00140766564600192	0.00155177374933202
Visa_mpagado	0.00168006448293083	0.00194708549136199	0.00219303654375796
Master_cconsumos	0.00159258309071864	0.00121343908715613	0.00108315863032844
ccajas_consultas	0.00156280125466426	0.0183387804213956	0.00230402433510092
matm	0.00155364199158499	0.00248955064874544	0.00155999506720927
cextraccion_autoservicio	0.00151418880889493	0.00243966984280907	0.00154766309039339
ccajas_transacciones	0.00149549422493811	0.00334354649923895	0.000737863279483701
tmobile_app	0.00134908671449387	0.00220386710998648	0.000314465408805031
ccajas_otras	0.00128698413402631	0.0117662862149033	0.00131746618983023
mplazo_fijo_dolares	0.00124097591107631	0.00221616201212269	0.000561104945122703
ctarjeta_master_transacciones	0.0010687683508091	0.00114354273878393	0.000723475973198504
catm_trx	0.00104798740722338	0.00237932377679426	0.00114687384387717
cseguro_accidentes_personales	0.00101019915091863	0.00140147776835794	0.00124758498787356
Master_mpagosdolares	0.000999331104493733	0.000521773070455053	0.000164426357545115
Visa_msaldodolares	0.000979776591176235	0.00342711298455698	0.00114481851440786
mttarjeta_master_debitos_automaticos	0.000905342834328559	0.00219873580754053	0.000628930817610063
Visa_mpagosdolares	0.00087555907460091	0.00112635350497014	0.00119003576273277
mprestamos_prendarios	0.000866682100764255	0.00591061307021654	0.000472725777942204
matm_other	0.000823881956059416	0.00137731124182564	0.000824187117194886
Visa_Finiciomora	0.000778972078011134	0.0143567085872056	0.00159082500924898
mcaja_ahorro_adicional	0.000760018508434782	0.00848922200314283	0.00118386977432482
cplazo_fijo	0.000736241732565552	0.00155522525946225	0.000242528877379044
minversion2	0.000689464791176126	0.00365809069586501	0.000378180622353763
cseguro_vivienda	0.000674031207589757	0.00102199360513045	0.00084679574135734
tcuentas	0.000541617789545616	0.00401075307954018	0.00120236773954865
Master_mconsumototal	0.000539362861793908	0.000565579182713742	0.000587824228223784
Master_Finiciomora	0.000522412647493382	0.00995039170000111	0.000756361244707527
cseguro_vida	0.000518942143382283	0.00138647078618035	0.000616598840794179
catm_trx_other	0.000458569906727058	0.000812401865841811	0.000513832367328483
Master_mpagado	0.000451818751583832	0.000868413304555033	0.000349406009783368
mtarjeta_visa_descuentos	0.000360912126439376	0.00136448635459208	0.000277469478357381
ctarjeta_master_debitos_automaticos	0.000321903801853672	0.000222775764940393	0.000207588276400707
mcheques_emitidos	0.000301015600926521	0.0019472326252951	0.000160315698606487
Master_mconsumosdolares	0.000292990345936815	0.000316301603600593	0.000166481687014428
Master_msaldodolares	0.000292154202053239	0.000510813498859781	0.000224030912155218
minversion1_pesos	0.000280192575723106	0.00387562688408067	0.000341184691906113
cseguro_auto	0.00027576684483151	0.00126104456631652	0.000145928392321289
ccajas_extracciones	0.000263935617817802	0.00144070951431861	0.000195256299584823
Visa_delinquency	0.000210169507427498	0.000318675698664652	0.000328852715090229
ccheques_depositados	0.000185170096480675	0.00049390641538559	7.60471903646155e-05
mcheques_depositados	0.000163917665875111	0.000744674502503382	9.66004850577548e-05
ctarjeta_master	0.000160445734335688	0.000185531084422086	0.000219920253216591
ccheques_emitidos	0.000157803615835628	0.000932782076022467	9.24898261191269e-05
cinversion2	0.00013678179888975	0.000919323891331	9.66004850577548e-05
ccajas_depositos	0.000125335143008301	0.00222936901929044	0.000205532946931393
Master_madelantopesos	0.000120908485912863	4.94483878205765e-06	1.23319768158836e-05
cprestamos_hipotecarios	0.000112629218009004	0.00154082744415076	9.86558145270687e-05
mforex_sell	0.000109932938586505	0.000279453563156129	3.90512599169647e-05
mforex_buy	0.000100385239861627	0.000777361217169175	5.13832367328483e-05
mpagodeservicios	8.94946972232612e-05	0.000388492342960915	3.0829942039709e-05
cprestamos_prendarios	8.69732688083405e-05	0.00131532304203132	0.000113043120812266
Master_delinquency	8.60832090895901e-05	9.67419973627232e-05	7.81025198339294e-05
cforex	8.36187527038081e-05	0.000151377417805548	3.49406009783368e-05
cforex_buy	7.79585905044758e-05	0.00072114748888445	5.13832367328483e-05
mcajeros_propios_descuentos	6.50514040274081e-05	0.000523936048956237	3.90512599169647e-05
cinversion1	5.10336460666006e-05	0.000433043160799385	4.93279072635343e-05
mtarjeta_master_descuentos	3.60658865773408e-05	0.000173759951927766	4.52172483249065e-05
ctarjeta_master_descuentos	3.413433268464e-05	0.000139710172209684	1.84979652238254e-05
ctarjeta_visa_descuentos	3.21070730082392e-05	6.76864144553769e-05	2.8774612570395e-05
mprestamos_hipotecarios	2.90395240401581e-05	0.000576971224655527	5.75492251407901e-05
