Feature	Gain	Cover	Frequency
ctrx_quarter	0.0768000727342037	0.0138084599365964	0.0206002866709986
mcaja_ahorro	0.0508101598088484	0.0142933375925062	0.0172553210789305
mpasivos_margen	0.038729902673333	0.0137194018580597	0.0219694036417311
cpayroll_trx	0.0337354017245473	0.00789649464682725	0.00136276375973144
cliente_edad	0.0302188013285263	0.0237135559287322	0.0534354459054085
mrentabilidad_annual	0.029653389814238	0.0359605243687605	0.0406492558095703
numero_de_cliente	0.028939453657973	0.0223320189562194	0.0489719622209837
mcuentas_saldo	0.0260648946753764	0.0170862085407408	0.0239357224465651
mtarjeta_visa_consumo	0.0243072696512773	0.00653840667246719	0.00591942787217198
mpayroll	0.0239945322289926	0.00765466829680125	0.00226562563421811
cliente_antiguedad	0.0221554386746092	0.0176786318041356	0.0400111110601286
mcuenta_corriente	0.0219949821798752	0.0182983510528664	0.0361861250813123
Master_Fvencimiento	0.0211993446075772	0.0152965398533086	0.0313718029671613
Visa_Fvencimiento	0.0210680751841763	0.0162671694591881	0.0311925012344642
Master_fechaalta	0.0200295550058385	0.0142326665416604	0.0269859696394165
mprestamos_personales	0.0200085302449533	0.020307563833121	0.00552623470243854
Visa_mfinanciacion_limite	0.0191156959502446	0.0112614876373039	0.0244372731594836
Visa_fechaalta	0.0185446899216546	0.0106062722528473	0.0248103478277136
Master_mfinanciacion_limite	0.017663038203617	0.0109573371361327	0.0255709683670095
mactivos_margen	0.0173106393592237	0.0140808680794985	0.0264254752466546
mrentabilidad	0.0160145918512825	0.0150278359461799	0.029554431664686
Visa_msaldototal	0.0145121404590093	0.00754325890462045	0.00859412970362624
chomebanking_transacciones	0.0144205360195943	0.0132996740132897	0.0202674490057754
mcomisiones_mantenimiento	0.0129496444029682	0.015841036437436	0.0113009505462526
Visa_msaldopesos	0.0126164267536007	0.00964123712439418	0.00761044086695917
mcomisiones	0.0123323847528746	0.00652500052829892	0.0207852357023634
mcaja_ahorro_dolares	0.0123162336480712	0.0117205884946743	0.0161255083892386
ctarjeta_visa_transacciones	0.0117819352723246	0.00775131819228328	0.00738631370108778
Visa_mpagospesos	0.011091167356674	0.0076585495102886	0.0140769507975574
cproductos	0.0105916656578047	0.0146628068954786	0.0128059556411749
Visa_mpagominimo	0.0105165030712511	0.010455102352507	0.0107337499863229
Master_fultimo_cierre	0.0103499402775249	0.00692489962312692	0.0161329204687399
cprestamos_personales	0.00949630145681955	0.0133060388433054	0.00418111875104343
mcomisiones_otras	0.00936913846263366	0.00734847011846739	0.0143286085444335
foto_mes	0.0091746905256361	0.0532158560845714	0.0142957836209279
Visa_mconsumospesos	0.0091535309243517	0.0069915202595974	0.0119027408105215
Master_mlimitecompra	0.00907311276154155	0.00780981371823201	0.0142467227137529
Visa_fultimo_cierre	0.00901247100452716	0.00617894295056749	0.0165321138933077
ccomisiones_otras	0.00884198438747945	0.00573807409135812	0.0127844253150046
mtransferencias_recibidas	0.00841969056948299	0.00858154976934091	0.0120403937155449
Visa_status	0.00832251711984398	0.0176267146726554	0.000866507389313829
Visa_cconsumos	0.00742923679057749	0.00545279468978536	0.00898591104869277
mttarjeta_visa_debitos_automaticos	0.00724985840523987	0.00505749602742966	0.00761467634095989
mcuenta_debitos_automaticos	0.00704857828964159	0.00693353274861555	0.00683040773849336
mautoservicio	0.00691776962424297	0.00601230923821883	0.00655121941061262
Visa_mlimitecompra	0.00673823391338653	0.00982916783200542	0.0121028669570555
mtransferencias_emitidas	0.00625473248148429	0.00742094896977941	0.00661792812612395
ctarjeta_debito	0.00622150835377788	0.0169881460073898	0.0103980886717659
