Feature	Gain	Cover	Frequency
ctrx_quarter	0.173651037109702	0.0175010647380498	0.033488457262442
mcuentas_saldo	0.0336124113385031	0.0163148105924472	0.0258954940814858
mrentabilidad_annual	0.0329598180786375	0.0306689964974244	0.0485080112484468
cliente_edad	0.0327562099396504	0.0372420564248186	0.0600510103982735
numero_de_cliente	0.0304820323348399	0.0367671207802639	0.0572587796743182
mcaja_ahorro	0.0294388497794851	0.00880902257590264	0.0215012752599568
mpasivos_margen	0.0258382333462248	0.0191119719627654	0.0300841017592048
mprestamos_personales	0.025591072537383	0.0130808517047955	0.0046919102740174
cpayroll_trx	0.0246193307785069	0.00475103006782948	0.000793146295206331
cliente_antiguedad	0.0243344261970268	0.0265583943573249	0.0436214766856321
mcuenta_corriente	0.0242843865543435	0.0320669228825481	0.0408072722516513
Visa_Fvencimiento	0.0228887733147909	0.0219332949371991	0.0346703289516709
Master_fechaalta	0.0223889975629188	0.0171101163042049	0.0277679680858021
Master_Fvencimiento	0.0222517255447411	0.0221930110320338	0.0322019488588058
Visa_fechaalta	0.0193125778967064	0.0151108570842579	0.0252886011379243
mactivos_margen	0.0193104800089605	0.0165069468259175	0.0261487149303512
chomebanking_transacciones	0.0177229391708398	0.0125026493395227	0.0246157870642862
mpayroll	0.0172388357979917	0.00569222548546384	0.00161402131973056
Master_mfinanciacion_limite	0.0169495058057858	0.021342034658463	0.023124190700412
mrentabilidad	0.0168769888302386	0.0192422099237525	0.0293385651690537
Visa_mfinanciacion_limite	0.0168119800507211	0.0117426174958602	0.0226214112876856
Visa_mpagominimo	0.0136522843484057	0.00812081242330114	0.0119160290366882
cproductos	0.0131912585486305	0.0232335794881617	0.0173257471715388
mtarjeta_visa_consumo	0.0124184689938634	0.00383162396982168	0.00501837682296776
Visa_mpagospesos	0.0119720581100056	0.00728052438186207	0.0151576744490223
mcaja_ahorro_dolares	0.01179755074014	0.0123723343465488	0.0147025047413511
mcomisiones_mantenimiento	0.0116039834442919	0.0169162913011738	0.0111166045386175
ctarjeta_visa_transacciones	0.0115687241902886	0.00557945905408575	0.00723092014910732
foto_mes	0.0103324134274831	0.0377344695331325	0.0199144594859721
mtransferencias_recibidas	0.0102549479343262	0.00729013876077665	0.0125579752795762
Visa_mconsumospesos	0.00969205196213088	0.00832563689347392	0.0119772415146164
ccomisiones_otras	0.00952571575289024	0.00729859513267617	0.016000523183572
Master_fultimo_cierre	0.00930410360111737	0.00874988459495516	0.016029821463606
