Feature	Gain	Cover	Frequency
ctrx_quarter	0.119945190555256	0.0194071450436189	0.0309415286951388
mcaja_ahorro	0.0544695259988353	0.009964875913208	0.0217681311646343
mcuentas_saldo	0.035906032589798	0.0193184257500402	0.0277569068821565
cliente_edad	0.0312844364602215	0.0430893256554209	0.057166022011554
mrentabilidad_annual	0.0303648827642063	0.0340521281522503	0.0453513913433488
numero_de_cliente	0.0302051961597476	0.0399081394606606	0.0535338472684896
cpayroll_trx	0.0269461235256782	0.00459265233095549	0.000713017944284931
mprestamos_personales	0.0264828642111253	0.0158218869084419	0.00450044659457263
mpasivos_margen	0.0252886083056892	0.0181561535575635	0.0298365425529876
cliente_antiguedad	0.024239005106375	0.0281822899205766	0.0431308771270744
Visa_Fvencimiento	0.023421175861699	0.023543149565932	0.0353557231190318
Master_fechaalta	0.0225309023552436	0.0164348217947448	0.0276131532643572
mcuenta_corriente	0.0223590861568067	0.0370243213372653	0.0407263582800167
Master_Fvencimiento	0.0215356117998435	0.0187112166878957	0.0321107247865738
mtarjeta_visa_consumo	0.0202557737991276	0.00432947814119827	0.00554218114489215
mactivos_margen	0.0197820592241183	0.021969350113089	0.0265148756243699
Visa_fechaalta	0.0196532919749948	0.0138120649095201	0.0256360618408897
Master_mfinanciacion_limite	0.0182072301186391	0.0157153265375993	0.0252460103579273
mrentabilidad	0.0174150900952196	0.0210528169663176	0.0287756408536282
mpayroll	0.0169396727498745	0.00517427022168668	0.00161099887680507
Visa_mfinanciacion_limite	0.0164166010614331	0.014271814192293	0.0237404308008418
chomebanking_transacciones	0.0161724923769324	0.0103573813992978	0.0227993237829819
mcomisiones_mantenimiento	0.0122462421661192	0.0113235110029565	0.0113105346484553
Visa_mpagominimo	0.0118098115178076	0.0083394811508302	0.0114427879768308
ctarjeta_visa_transacciones	0.0117756408447677	0.00579254394099737	0.00751735585345565
cproductos	0.011513533617351	0.0265304035504089	0.0179778274419906
cdescubierto_preacordado	0.011398804872509	0.0143818061278042	0.00484449691983915
Visa_msaldototal	0.0113710952229351	0.0067712154965338	0.00742822861042003
mcaja_ahorro_dolares	0.0111618052506204	0.0145869031760574	0.0138923496241322
Visa_mpagospesos	0.0111087623296219	0.00855197282256544	0.0143734450650341
foto_mes	0.0103435607454007	0.0416561268717531	0.015106588515811
mcomisiones	0.0103428975338061	0.00715333087124023	0.0161214890574746
mtransferencias_recibidas	0.00995905099213947	0.00709455603668001	0.0121979736490035
Master_fultimo_cierre	0.00973315519051871	0.00854476780576793	0.0146734109475088
Visa_mconsumospesos	0.00933719032621876	0.00590976225429466	0.0118357145321491
mcomisiones_otras	0.00927400553878045	0.0068527953076372	0.0138818076921603
ccomisiones_otras	0.00884445768927832	0.00774211172664852	0.0149522929660396
Visa_fultimo_cierre	0.00864765383300436	0.00744960123340534	0.0147242038924646
Visa_msaldopesos	0.00826602680184353	0.00674473319231036	0.00734389315464439
Visa_cconsumos	0.00779123789182112	0.0043715701925193	0.00842492036049574
Master_mlimitecompra	0.00663613328300716	0.0086929431782576	0.00914943859420462
Visa_mlimitecompra	0.0065438411985669	0.00980760548578668	0.00898364275500934
mttarjeta_visa_debitos_automaticos	0.00641880538088487	0.00303182621776001	0.00641716149856438
ctarjeta_debito	0.00608647298414909	0.0156124837974869	0.0103464270517475
cprestamos_personales	0.00603265866544256	0.0162504368299375	0.00338396016299744
mautoservicio	0.00579869306834321	0.00426104374850768	0.00497100010350261
mcuenta_debitos_automaticos	0.0057613283628286	0.00405676258581902	0.00463174156549607
mtransferencias_emitidas	0.00507766777304061	0.00476522225013999	0.00510421178933003
