fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231104 160956	602	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	584	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.129464825580638	0.589979261678396	603	34060	14790	144826361.81909	1
20231104 162020	602	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1069	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.0661204550073144	0.306758356069939	135	27020	11661	144633569.715142	2
20231104 162523	602	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	628	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.113019156746563	0.722689286671374	381	28634	13763	143771803.598201	3
20231104 162815	602	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	210	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.175678618850921	0.0837276906739244	542	6859	13634	141888236.881559	4
20231104 163205	602	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	111	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.275198918823473	0.32486327912462	723	16035	11519	142591787.606197	5
20231104 163600	602	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	261	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.152941050471095	0.645387167052228	502	12627	14436	141544281.85907	6
20231104 163952	602	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	459	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.19416275426125	0.794035319192328	845	42464	13707	142706852.073963	7
20231104 164503	602	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	587	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.208330530396255	0.164289977450783	938	38948	10913	143537315.842079	8
20231104 165044	602	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	82	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.0267066953639716	0.560570734105559	306	19296	13919	134345430.784608	9
20231104 165406	602	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	311	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.221560927090974	0.826648094024347	31	34846	14686	145765656.171914	10
