fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231105 153450	601	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	22	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.129464825580638	0.589979261678396	603	34060	14798	128191731.134433	1
20231105 153808	601	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	34	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.0661204550073144	0.306758356069939	135	27020	15714	122878181.909045	2
20231105 154229	601	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	482	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.113019156746563	0.722689286671374	381	28634	11843	144382458.270865	3
20231105 154508	601	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	176	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.175678618850921	0.0837276906739244	542	6859	12727	135091649.675162	4
20231105 154845	601	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	99	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.275198918823473	0.32486327912462	723	16035	14243	132189234.882559	5
20231105 155322	601	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	417	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.152941050471095	0.645387167052228	502	12627	13987	142391449.775112	6
20231105 155828	601	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	750	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.19416275426125	0.794035319192328	845	42464	13100	146172383.808096	7
20231105 160309	601	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	502	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.208330530396255	0.164289977450783	938	38948	11872	140944555.722139	8
20231105 160839	601	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	73	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.0267066953639716	0.560570734105559	306	19296	12260	132090664.667666	9
20231105 161146	601	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	266	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.221560927090974	0.826648094024347	31	34846	14878	142886063.968016	10
20231105 161758	601	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	262	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.0852503757905397	0.925651702728775	683	1679	14875	143858448.275862	11
20231105 162110	601	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	101	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.0506736029737185	0.207218508431007	246	49507	17188	122927738.130935	12
20231105 162419	601	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	123	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279523	0.241211629895149	0.979385213098052	981	9632	11540	143817781.109445	13
