fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231101 003151	156	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	332	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.13694120913744	0.511200065682206	759	20645	13582	141114605.697151	1
20231101 003540	156	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	40	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.10871455284534	0.383395616570779	371	38535	12002	139242551.724138	2
20231101 004052	156	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	284	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.153177819112316	0.276715104630857	621	15235	11474	147644538.730635	3
20231101 004405	156	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	156	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.271073784258333	0.78185350669577	116	34014	14270	143627161.41929	4
20231101 005512	156	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	748	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.238883439445053	0.644795008537039	542	2127	9889	129601907.546227	5
20231101 010034	156	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	823	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.0900664854224306	0.0754280283300613	412	23029	14460	144179640.17991	6
20231101 010358	156	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	92	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.186720657731057	0.696503204608016	661	16723	14666	143904376.811594	7
20231101 010704	156	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	90	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.0429818473849446	0.840359180488013	150	42638	14890	143469110.444778	8
20231101 012121	156	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	946	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.166457323828363	0.380679800144862	905	3322	12155	135568993.003498	9
20231101 012503	156	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	37	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.0768787990038982	0.575646079617873	831	46409	13037	138456582.208896	10
20231101 012954	156	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	194	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.199060535248718	0.482284466433484	268	29593	12299	147219903.548226	11
20231101 013142	156	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	121	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.218087663662154	0.0349420346751867	500	8456	14340	135861919.04048	12
20231101 013438	156	2714406	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	145	1	1	1	FALSE	1	0.1	50	0.5	TRUE	279541	0.247791156655876	0.936292199923046	887	48584	12974	144164128.935532	13
